type	index	image	question	A	B	C	D	answer
lc	1	data/figure/lc/2024-07-05--建信期货-宏观市场半年报：央行宽松、实体补库与春季躁动_page19_图30特朗普与拜登胜选概率.jpg	蓝色线在2024年初是否低于30%？					否
lc	2	data/figure/lc/2024-02-22--平安证券-美联储1月会议纪要后的三个问题_page2_图表4标普500估值水平处于近十年80分位以上.jpg	在2020年，标普500指数市盈率是否达到历史最高点？					否
lc	3	data/figure/lc/2024-02-29--信达证券-2024年两会的六大关注点_page13_图102023年下半年外地户籍就业好于本地户籍.jpg	2021年至2024年初，本地户籍人口失业率波动幅度小于外来户籍人口。					是
lc	4	data/figure/lc/2024-03-26--东吴证券-宏观点评：美国消费者信心的“真相”_page4_图72022年就业市场火热就业机会多工作好找.jpg	2018年消费者信心指数是否超过30？					否
lc	5	data/figure/lc/2024-06-24--光大期货-宏观周报：投资行业需求延续偏弱表现_page18_no_caption.jpg	2022年和2023年的国证价值指数在12月均高于100。					否
lc	6	data/figure/lc/2024-07-07--开源证券-宏观周报：新建房成交同比转正_page11_图32最近两周公路物流园吞吐量指数与主要快递企业分拨中心吞吐量指数先升后降平均值有所回落.jpg	图中两条曲线在2024年5月是否都出现了下降趋势？					是
lc	7	data/figure/lc/2023-07-09--中邮证券-美国劳动力需求降温，美联储超预期加息风险已集中释放_page6_图表4美国时薪同比VSCPI同比.jpg	图中2023年6月的平均时薪同比是否低于5%？					否
lc	8	data/figure/lc/2023-05-22--国金证券-见微知著系列之五十二：用电变化，透露的经济线索？_page10_no_caption.jpg	2023年1月的盈利率是否低于2022年1月？					是
lc	9	data/figure/lc/2024-08-19--中航证券-2024年7月经济数据点评：内需修复进程是后续经济走势的关键_page0_主要指数走势图.jpg	沪深300指数在2024年3月是否达到了最高点？					否
lc	10	data/figure/lc/2024-08-19--浙商期货-宏观周报：国内7月CPI数据回升，但PPI数据劈叉_page6_新增居民中长期贷款20240630.jpg	2023年的数据波动幅度最大。					是
lc	11	data/figure/lc/2024-07-07--民生证券-高频数据跟踪周报：本周地产销售季节性回落_page9_图26乘用车零售日均销量上升辆.jpg	2021年和2022年的波动趋势是否相似？					是
lc	12	data/figure/lc/2024-03-29--中银证券-1月美国国际资本流动报告点评：美联储宽松预期回撤，来美证券投资未能“开门红”_page4_图表7私人外资滚动12个月累计买入美债vs套息交易拟合不考虑外汇对冲.jpg	2021年外国投资者净买入美国国债为负值。					是
lc	13	data/figure/lc/2024-03-19--国信证券-货币政策与流动性观察：资金面维持韧性_page11_图29主要货币指数走势.jpg	欧元指数在2022年第四季度是否持续上升？					是
lc	14	data/figure/lc/2023-08-04--国联证券-中国汇率风险简析：汇率短期或仍有利于出口_page19_图表29全中国出scriptstyleboldsymbolpi和对美国出scriptstyleboldsymbolpi的增速.jpg	中国对美国出口在2018年是否低于0%？					否
lc	15	data/figure/lc/2023-05-12--中信期货-4月金融数据点评：居民贷款暂时减少，企业贷款相对积极_page1_图表6历年社会融资规模累计值.jpg	2021年新增人民币贷款当月同比是否在所有年份中波动最大？					是
