type	index	image	question	A	B	C	D	answer
lc	1	data/figure/lc/2024-09-18--平安证券-中国经济高频观察（9月第2周）：汽车消费同比恢复_page3_图表6本周钢铁建材库存继续回落续创近年同期新低.jpg	根据折线图，2024年的钢铁建材库存从年初到年末呈现何种趋势？	持续上升	先升后降	持续下降	波动不大	C
lc	2	data/figure/lc/2024-06-07--交银国际证券-欧央行6月议息会议点评：“鹰派”降息_page5_图表9欧央行降息欧股正创下新高.jpg	从2014年到2020年，欧央行隔夜存款利率的变化趋势是什么？	持续上升	持续下降	先降后升	波动较大	B
lc	3	data/figure/lc/2024-07-03--国联证券-美国再通胀研究：美国通胀回落：从供给改善到需求走弱_page50_图表94CPI住房租金通胀和Zillow租金同比.jpg	在2023年，CPI主要住所租金与Zillow租金相比，哪个增长更快？	CPI主要住所租金增长更快	Zillow租金增长更快	两者增长速度相同	无法确定	A
lc	4	data/figure/lc/2024-09-13--东方金诚-黄金周报：市场对降息幅度分歧加大，金价震荡回落_page6_no_caption.jpg	从2021年7月到2024年7月，金价的整体趋势是？	持续上升	持续下降	先降后升	先升后降	C
lc	5	data/figure/lc/2024-09-17--交银国际证券-美国8月非农就业点评：预计9月降息25基点仍是基准场景_page3_图表13平均时薪同比及环比.jpg	2022年后，雇佣率的趋势如何变化？	持续上升	持续下降	波动但总体稳定	先下降后上升	B
lc	6	data/figure/lc/2024-07-03--五矿证券-中国制造业，如何从比较优势迈向竞争优势？_page4_图表8低端产业全球价值链地位指数.jpg	从2011年到2015年，中国低端产业全球价值链地位指数总体趋势是？	持续上升	持续下降	先降后升	波动但总体上升	D
lc	7	data/figure/lc/2024-02-22--平安证券-美联储1月会议纪要后的三个问题_page1_图表2美债利率持平或刷新年内新高.jpg	从2024年1月到2024年2月，2年期与10年期美债利率的相对位置发生了什么变化？	两者差距缩小	两者差距扩大	2年期利率低于10年期	10年期利率高于2年期	A
lc	8	data/figure/lc/2024-01-08--浦银国际证券-月度宏观洞察：静候佳音_page15_图表33除新屋开工外大部分房产相关数据下滑.jpg	根据折线图，2022年11月之后，ISM制造业PMI指数和工业生产增速的趋势如何？	两者均持续上升	两者均持续下降	PMI指数上升，生产增速下降	PMI指数下降，生产增速上升	B
lc	9	data/figure/lc/2024-09-17--国信证券-高技术制造业宏观周报：国信周频高技术制造业扩散指数回升_page4_图26氨基青霉烷酸价格下持平.jpg	根据折线图，2020年1月至2021年1月期间，6-氨基青霉烷酸价格的趋势是什么？	持续上升	持续下降	波动上升	波动下降	A
lc	10	data/figure/lc/2024-07-05--建信期货-宏观市场半年报：央行宽松、实体补库与春季躁动_page24_图38中国通胀增速.jpg	从2018年到2020年，CPI和PPI之间的差距变化趋势是？	逐渐缩小	逐渐扩大	先扩大后缩小	先缩小后扩大	D
lc	11	data/figure/lc/2024-07-01--宏信证券-市场流动性周报_page2_图3短期shibor走势.jpg	在2023年8月到9月期间，哪种期限的SHIBOR利率出现了明显的上升趋势？	隔夜	1周	2周	1个月	C
